FIPS,CTYNAME,abbrv,state,county,ID,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21061,Edmonson County,KY,KY,Edmonson,842,0.789,0.187,5241,4135,979,0.787,0.2,6131,4828,1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46045,Edmunds County,SD,SD,Edmunds,843,0.747,0.198,1918,1433,380,0.775,0.21,1985,1538,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17047,Edwards County,IL,IL,Edwards,844,0.838,0.13,3312,2777,432,0.841,0.145,3368,2833,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20047,Edwards County,KS,KS,Edwards,845,0.79,0.159,1308,1033,208,0.798,0.189,1413,1127,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48137,Edwards County,TX,TX,Edwards,846,0.696,0.284,1065,741,302,0.839,0.156,1064,893,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13103,Effingham County,GA,GA,Effingham,847,0.764,0.207,23395,17865,4851,0.739,0.244,31624,23357,7720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17049,Effingham County,IL,IL,Effingham,848,0.781,0.176,17428,13613,3071,0.787,0.194,19041,14983,3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6017,El Dorado County,CA,CA,El Dorado,849,0.534,0.401,69852,37286,28026,0.531,0.446,114766,60967,51157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8041,El Paso County,CO,CO,El Paso,850,0.563,0.338,313273,176506,105807,0.536,0.427,375058,200968,160265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48141,El Paso County,TX,TX,El Paso,851,0.259,0.691,210458,54567,145509,0.319,0.663,254576,81235,168801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8039,Elbert County,CO,CO,Elbert,852,0.735,0.195,15689,11536,3056,0.74,0.237,18554,13722,4395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13105,Elbert County,GA,GA,Elbert,853,0.666,0.317,7912,5269,2507,0.679,0.314,9171,6226,2879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20049,Elk County,KS,KS,Elk,854,0.832,0.127,1259,1048,160,0.839,0.142,1347,1130,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42047,Elk County,PA,PA,Elk,855,0.7,0.263,13854,9704,3637,0.718,0.268,16713,11993,4478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18039,Elkhart County,IN,IN,Elkhart,856,0.641,0.317,65187,41810,20667,0.632,0.347,73225,46311,25413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32007,Elko County,NV,NV,Elko,857,0.73,0.183,18545,13542,3400,0.762,0.208,21081,16057,4381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21063,Elliott County,KY,KY,Elliott,858,0.701,0.259,2855,2000,740,0.75,0.238,2995,2246,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20051,Ellis County,KS,KS,Ellis,859,0.713,0.229,11660,8311,2669,0.709,0.269,13501,9569,3633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40045,Ellis County,OK,OK,Ellis,860,0.882,0.085,1826,1610,155,0.901,0.086,1873,1688,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48139,Ellis County,TX,TX,Ellis,861,0.711,0.257,63064,44807,16197,0.662,0.322,85566,56651,27513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20053,Ellsworth County,KS,KS,Ellsworth,862,0.736,0.196,2626,1933,515,0.751,0.23,2806,2106,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,Elmore County,AL,AL,Elmore,863,0.748,0.229,36905,27619,8436,0.736,0.252,40891,30089,10304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16039,Elmore County,ID,ID,Elmore,864,0.683,0.213,8519,5816,1814,0.71,0.255,10205,7246,2601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13107,Emanuel County,GA,GA,Emanuel,865,0.68,0.31,7838,5330,2433,0.69,0.304,9501,6551,2884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49015,Emery County,UT,UT,Emery,866,0.798,0.089,4263,3402,379,0.865,0.118,4816,4166,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19063,Emmet County,IA,IA,Emmet,867,0.663,0.288,4707,3121,1356,0.673,0.313,4850,3265,1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26047,Emmet County,MI,MI,Emmet,868,0.565,0.371,18774,10616,6972,0.547,0.436,22176,12135,9662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38029,Emmons County,ND,ND,Emmons,869,0.853,0.11,1959,1672,215,0.865,0.118,2009,1738,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51595,Emporia city,VA,VA,Emporia city,870,0.335,0.647,2367,792,1531,0.317,0.678,2379,754,1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48143,Erath County,TX,TX,Erath,871,0.811,0.156,13810,11205,2159,0.812,0.173,16837,13669,2914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36029,Erie County,NY,NY,Erie,872,0.454,0.501,383248,173817,192065,0.465,0.518,383952,178349,198808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39043,Erie County,OH,OH,Erie,873,0.525,0.427,36730,19301,15692,0.55,0.434,39523,21724,17142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42049,Erie County,PA,PA,Erie,874,0.488,0.468,117240,57168,54820,0.488,0.498,137184,66912,68336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Escambia County,AL,AL,Escambia,875,0.676,0.309,15213,10282,4698,0.684,0.309,15861,10844,4894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12033,Escambia County,FL,FL,Escambia,876,0.583,0.377,151609,88370,57114,0.568,0.416,170311,96655,70893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32009,Esmeralda County,NV,NV,Esmeralda,877,0.778,0.154,423,329,65,0.821,0.152,474,389,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25009,Essex County,MA,MA,Essex,878,0.36,0.585,376140,135405,220027,0.318,0.656,2485,790,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34013,Essex County,NJ,NJ,Essex,879,0.207,0.771,299808,62059,231031,0.22,0.771,308715,68038,237981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36031,Essex County,NY,NY,Essex,880,0.482,0.448,15079,7275,6760,0.524,0.459,15185,7953,6970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51057,Essex County,VA,VA,Essex,881,0.496,0.475,5354,2657,2541,0.498,0.492,6171,3075,3038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50009,Essex County,VT,VT,Essex,882,0.557,0.377,2706,1506,1019,0.254,0.712,13443,3415,9573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21065,Estill County,KY,KY,Estill,883,0.764,0.2,5545,4236,1108,0.78,0.207,6538,5100,1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Etowah County,AL,AL,Etowah,884,0.739,0.238,43474,32132,10350,0.745,0.242,47460,35343,11487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32011,Eureka County,NV,NV,Eureka,885,0.847,0.087,854,723,74,0.884,0.098,942,833,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22039,Evangeline Parish,LA,LA,Evangeline,886,0.696,0.283,14879,10357,4208,0.717,0.27,15412,11053,4158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13109,Evans County,GA,GA,Evans,887,0.667,0.314,3602,2404,1130,0.68,0.312,4247,2888,1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,Fairbanks North Star Borough,AK,AK,Fairbanks North Star Borough,4932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51600,Fairfax city,VA,VA,Fairfax city,889,0.312,0.621,11854,3695,7363,0.299,0.686,13397,4002,9192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51059,Fairfax County,VA,VA,Fairfax,888,0.291,0.653,542858,157837,354485,0.282,0.704,596358,168401,419943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9001,Fairfield County,CT,CT,Fairfield,890,0.379,0.582,410279,155457,238723,0.34,0.646,35414,12052,22861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39045,Fairfield County,OH,OH,Fairfield,891,0.612,0.342,70542,43163,24150,0.61,0.376,81564,49714,30634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45039,Fairfield County,SC,SC,Fairfield,892,0.358,0.616,11252,4024,6936,0.381,0.608,12136,4625,7382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46047,Fall River County,SD,SD,Fall River,893,0.705,0.23,3563,2511,821,0.712,0.261,4042,2878,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30025,Fallon County,MT,MT,Fallon,894,0.864,0.104,1476,1276,154,0.873,0.109,1575,1375,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51610,Falls Church city,VA,VA,Falls Church city,895,0.173,0.758,7667,1323,5810,0.17,0.817,8750,1490,7146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48145,Falls County,TX,TX,Falls,896,0.657,0.321,5232,3438,1682,0.681,0.31,6133,4177,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13111,Fannin County,GA,GA,Fannin,897,0.818,0.163,11764,9622,1920,0.819,0.173,14850,12169,2571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48147,Fannin County,TX,TX,Fannin,898,0.797,0.177,11972,9536,2123,0.812,0.176,14969,12150,2638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27043,Faribault County,MN,MN,Faribault,899,0.633,0.293,7355,4659,2153,0.658,0.321,7892,5191,2531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46049,Faulk County,SD,SD,Faulk,900,0.767,0.182,1118,858,204,0.816,0.168,1182,964,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5045,Faulkner County,AR,AR,Faulkner,901,0.618,0.308,47196,29170,14525,0.633,0.337,54264,34338,18267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51061,Fauquier County,VA,VA,Fauquier,902,0.596,0.349,37124,22110,12960,0.578,0.404,43448,25106,17565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Fayette County,AL,AL,Fayette,903,0.818,0.166,8196,6705,1358,0.833,0.159,8756,7295,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13113,Fayette County,GA,GA,Fayette,904,0.58,0.385,60387,35034,23255,0.525,0.461,69238,36372,31933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19065,Fayette County,IA,IA,Fayette,905,0.57,0.374,9813,5591,3666,0.603,0.376,10184,6145,3834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17051,Fayette County,IL,IL,Fayette,906,0.774,0.191,9515,7363,1814,0.8,0.181,10033,8025,1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18041,Fayette County,IN,IN,Fayette,907,0.718,0.236,9530,6839,2252,0.764,0.22,10146,7755,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21067,Fayette County,KY,KY,Fayette,908,0.418,0.512,136239,56890,69776,0.385,0.593,152664,58845,90566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39047,Fayette County,OH,OH,Fayette,909,0.718,0.247,10817,7763,2672,0.749,0.237,12305,9220,2911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42051,Fayette County,PA,PA,Fayette,910,0.644,0.334,53426,34388,17826,0.667,0.326,59941,39978,19518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47047,Fayette County,TN,TN,Fayette,911,0.676,0.304,19306,13046,5865,0.683,0.305,22928,15661,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48149,Fayette County,TX,TX,Fayette,912,0.784,0.193,11029,8648,2127,0.786,0.205,12924,10163,2650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54019,Fayette County,WV,WV,Fayette,913,0.676,0.28,15187,10263,4246,0.687,0.3,16862,11580,5063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47049,Fentress County,TN,TN,Fentress,914,0.825,0.15,7311,6032,1100,0.852,0.139,8687,7403,1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30027,Fergus County,MT,MT,Fergus,915,0.731,0.206,5797,4235,1196,0.745,0.23,6487,4830,1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53019,Ferry County,WA,WA,Ferry,916,0.617,0.307,3123,1927,960,0.637,0.341,4292,2735,1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27045,Fillmore County,MN,MN,Fillmore,917,0.571,0.353,10976,6271,3872,0.603,0.376,12104,7301,4551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31059,Fillmore County,NE,NE,Fillmore,918,0.729,0.212,2879,2100,610,0.753,0.221,3134,2359,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20055,Finney County,KS,KS,Finney,919,0.633,0.309,9731,6155,3006,0.617,0.362,11466,7079,4155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48151,Fisher County,TX,TX,Fisher,920,0.735,0.234,1722,1265,403,0.793,0.193,1826,1448,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035,Flagler County,FL,FL,Flagler,921,0.589,0.383,57413,33804,21985,0.599,0.392,71846,43039,28148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30029,Flathead County,MT,MT,Flathead,922,0.65,0.286,46250,30079,13233,0.636,0.337,60132,38233,20238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21069,Fleming County,KY,KY,Fleming,923,0.755,0.215,6257,4722,1348,0.783,0.209,7066,5534,1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45041,Florence County,SC,SC,Florence,924,0.511,0.461,57770,29498,26630,0.506,0.483,64510,32615,31153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55037,Florence County,WI,WI,Florence,925,0.716,0.251,2651,1897,666,0.726,0.266,2940,2133,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13115,Floyd County,GA,GA,Floyd,926,0.702,0.266,34250,24045,9127,0.703,0.284,38588,27120,10972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19067,Floyd County,IA,IA,Floyd,927,0.547,0.398,7985,4371,3177,0.589,0.395,8026,4730,3168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18043,Floyd County,IN,IN,Floyd,928,0.576,0.374,37225,21427,13939,0.56,0.419,41742,23385,17507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21071,Floyd County,KY,KY,Floyd,929,0.725,0.243,16540,11993,4015,0.745,0.235,16381,12211,3855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48153,Floyd County,TX,TX,Floyd,930,0.752,0.222,1958,1473,435,0.777,0.215,2035,1581,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51063,Floyd County,VA,VA,Floyd,931,0.663,0.289,7972,5289,2300,0.664,0.32,9376,6225,3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51065,Fluvanna County,VA,VA,Fluvanna,932,0.52,0.426,13492,7018,5751,0.516,0.469,15795,8155,7414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48155,Foard County,TX,TX,Foard,933,0.75,0.221,511,383,113,0.808,0.18,551,445,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55039,Fond du Lac County,WI,WI,Fond du Lac,934,0.608,0.34,51094,31044,17391,0.625,0.36,57251,35754,20588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17053,Ford County,IL,IL,Ford,935,0.711,0.224,6289,4474,1410,0.728,0.248,6809,4956,1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20057,Ford County,KS,KS,Ford,936,0.673,0.274,7425,4994,2032,0.651,0.331,8850,5763,2926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42053,Forest County,PA,PA,Forest,937,0.701,0.261,2398,1680,626,0.711,0.273,2621,1864,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55041,Forest County,WI,WI,Forest,938,0.618,0.351,4507,2787,1583,0.651,0.341,5052,3287,1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28035,Forrest County,MS,MS,Forrest,939,0.555,0.413,27284,15149,11271,0.577,0.4,26540,15326,10603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13117,Forsyth County,GA,GA,Forsyth,940,0.717,0.241,97314,69801,23427,0.658,0.326,129305,85122,42203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37067,Forsyth County,NC,NC,Forsyth,941,0.434,0.536,172509,74793,92488,0.424,0.563,198469,84176,111769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48157,Fort Bend County,TX,TX,Fort Bend,942,0.45,0.516,260367,117212,134475,0.44,0.545,357833,157595,195191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38031,Foster County,ND,ND,Foster,943,0.728,0.204,1699,1237,346,0.766,0.21,1778,1362,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18045,Fountain County,IN,IN,Fountain,944,0.757,0.197,7474,5661,1476,0.771,0.204,7978,6151,1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51620,Franklin city,VA,VA,Franklin city,970,0.352,0.623,4040,1421,2516,0.367,0.624,4047,1487,2525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Franklin County,AL,AL,Franklin,945,0.792,0.184,11955,9466,2197,0.825,0.166,12564,10364,2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5047,Franklin County,AR,AR,Franklin,946,0.744,0.203,6764,5034,1376,0.796,0.182,7125,5675,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037,Franklin County,FL,FL,Franklin,947,0.686,0.29,6003,4119,1738,0.682,0.309,6857,4675,2118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13119,Franklin County,GA,GA,Franklin,948,0.832,0.147,8474,7054,1243,0.841,0.148,10786,9069,1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19069,Franklin County,IA,IA,Franklin,949,0.642,0.303,4915,3153,1490,0.668,0.318,5119,3422,1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16041,Franklin County,ID,ID,Franklin,950,0.709,0.07,5499,3901,385,0.877,0.099,6664,5845,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17055,Franklin County,IL,IL,Franklin,951,0.707,0.254,18533,13101,4711,0.731,0.254,18488,13514,4690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18047,Franklin County,IN,IN,Franklin,952,0.788,0.179,10990,8665,1967,0.806,0.178,12018,9691,2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20059,Franklin County,KS,KS,Franklin,953,0.659,0.265,10658,7025,2829,0.68,0.296,12247,8326,3623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21073,Franklin County,KY,KY,Franklin,954,0.495,0.449,23860,11819,10717,0.495,0.485,26059,12900,12650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25011,Franklin County,MA,MA,Franklin,955,0.272,0.642,37987,10327,24369,0.36,0.613,19667,7073,12053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23007,Franklin County,ME,ME,Franklin,956,0.482,0.427,16382,7900,7001,0.533,0.443,861,459,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29071,Franklin County,MO,MO,Franklin,957,0.708,0.247,50045,35420,12339,0.708,0.271,53750,38034,14561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28037,Franklin County,MS,MS,Franklin,958,0.636,0.349,4219,2685,1471,0.653,0.333,4431,2894,1476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37069,Franklin County,NC,NC,Franklin,959,0.546,0.428,29902,16320,12811,0.56,0.425,37079,20748,15776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31061,Franklin County,NE,NE,Franklin,960,0.812,0.151,1656,1345,250,0.833,0.16,1721,1434,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36033,Franklin County,NY,NY,Franklin,961,0.504,0.43,15148,7636,6517,0.554,0.428,15397,8530,6586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39049,Franklin County,OH,OH,Franklin,962,0.347,0.606,554711,192328,335961,0.336,0.648,604058,203154,391584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42055,Franklin County,PA,PA,Franklin,963,0.715,0.25,69345,49554,17322,0.708,0.278,80896,57308,22468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47051,Franklin County,TN,TN,Franklin,964,0.704,0.267,16363,11526,4372,0.73,0.254,19146,13977,4863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48159,Franklin County,TX,TX,Franklin,965,0.823,0.153,4356,3583,665,0.831,0.161,5000,4153,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51067,Franklin County,VA,VA,Franklin,966,0.692,0.271,26805,18560,7254,0.705,0.283,29630,20895,8381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50011,Franklin County,VT,VT,Franklin,967,0.452,0.483,19373,8752,9351,0.54,0.422,754,407,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53021,Franklin County,WA,WA,Franklin,968,0.561,0.381,14693,8242,5594,0.561,0.413,31833,17849,13148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22041,Franklin Parish,LA,LA,Franklin,969,0.711,0.274,9162,6514,2506,0.717,0.273,9720,6970,2658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24021,Frederick County,MD,MD,Frederick,971,0.491,0.451,114962,56472,51891,0.444,0.534,139768,62057,74622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51069,Frederick County,VA,VA,Frederick,972,0.65,0.297,40133,26069,11920,0.631,0.353,48736,30755,17200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51630,Fredericksburg city,VA,VA,Fredericksburg city,973,0.335,0.601,11135,3731,6690,0.316,0.666,12794,4037,8517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
