FIPS,CTYNAME,abbrv,state,county,ID,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19171,Tama County,IA,IA,Tama,2728,0.575,0.37,8636,4968,3194,0.588,0.396,9026,5303,3577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29213,Taney County,MO,MO,Taney,2729,0.78,0.187,23399,18240,4367,0.778,0.203,26240,20426,5325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22105,Tangipahoa Parish,LA,LA,Tangipahoa,2730,0.648,0.322,52381,33933,16869,0.656,0.328,57661,37806,18887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35055,Taos County,NM,NM,Taos,2731,0.179,0.699,15103,2706,10550,0.215,0.765,17035,3663,13030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48439,Tarrant County,TX,TX,Tarrant,2732,0.522,0.435,662832,345683,288001,0.491,0.493,831322,408224,409752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28137,Tate County,MS,MS,Tate,2733,0.648,0.334,11389,7385,3804,0.667,0.319,12923,8619,4122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13267,Tattnall County,GA,GA,Tattnall,2734,0.74,0.244,6879,5092,1678,0.74,0.252,8183,6053,2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12123,Taylor County,FL,FL,Taylor,2735,0.746,0.232,9279,6923,2149,0.765,0.227,10122,7748,2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13269,Taylor County,GA,GA,Taylor,2736,0.606,0.381,3402,2062,1295,0.63,0.361,3839,2418,1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19173,Taylor County,IA,IA,Taylor,2737,0.702,0.251,3003,2108,755,0.76,0.23,3242,2463,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21217,Taylor County,KY,KY,Taylor,2738,0.736,0.226,11304,8320,2553,0.749,0.237,12510,9376,2961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48441,Taylor County,TX,TX,Taylor,2739,0.733,0.222,45266,33172,10047,0.718,0.264,54924,39439,14489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55119,Taylor County,WI,WI,Taylor,2740,0.7,0.255,9417,6589,2398,0.717,0.252,10685,7656,2693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54091,Taylor County,WV,WV,Taylor,2741,0.723,0.228,6498,4701,1483,0.742,0.244,7334,5439,1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17179,Tazewell County,IL,IL,Tazewell,2742,0.61,0.325,63347,38620,20568,0.617,0.358,68358,42194,24486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51185,Tazewell County,VA,VA,Tazewell,2743,0.82,0.157,18495,15160,2895,0.833,0.159,20095,16731,3205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6103,Tehama County,CA,CA,Tehama,2744,0.654,0.293,17477,11429,5120,0.654,0.324,25005,16346,8105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13271,Telfair County,GA,GA,Telfair,2745,0.645,0.346,3794,2449,1313,0.652,0.343,4333,2825,1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8119,Teller County,CO,CO,Teller,2746,0.675,0.25,14203,9580,3547,0.664,0.311,16793,11158,5224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22107,Tensas Parish,LA,LA,Tensas,2747,0.464,0.523,2543,1180,1329,0.469,0.52,2554,1197,1329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22109,Terrebonne Parish,LA,LA,Terrebonne,2748,0.727,0.243,43893,31900,10664,0.743,0.242,46240,34339,11198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13273,Terrell County,GA,GA,Terrell,2749,0.448,0.542,4179,1872,2267,0.454,0.538,4416,2004,2376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48443,Terrell County,TX,TX,Terrell,2750,0.657,0.32,437,287,140,0.729,0.26,458,334,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48445,Terry County,TX,TX,Terry,2751,0.735,0.24,1763,1295,424,0.779,0.21,3608,2809,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16081,Teton County,ID,ID,Teton,2752,0.435,0.434,4966,2161,2157,0.45,0.523,6347,2858,3318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30099,Teton County,MT,MT,Teton,2753,0.682,0.255,3155,2152,803,0.706,0.273,3695,2608,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56039,Teton County,WY,WY,Teton,2754,0.322,0.601,12176,3920,7313,0.296,0.671,14677,4341,9848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29215,Texas County,MO,MO,Texas,2755,0.812,0.158,10935,8875,1728,0.836,0.151,11332,9478,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40139,Texas County,OK,OK,Texas,2756,0.8,0.148,5771,4615,855,0.816,0.162,5521,4505,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31169,Thayer County,NE,NE,Thayer,2757,0.763,0.188,2613,1993,490,0.774,0.21,2951,2285,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13275,Thomas County,GA,GA,Thomas,2758,0.599,0.381,18730,11225,7138,0.593,0.398,21853,12954,8708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20193,Thomas County,KS,KS,Thomas,2759,0.813,0.134,3483,2832,467,0.819,0.164,3794,3106,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31171,Thomas County,NE,NE,Thomas,2760,0.889,0.078,387,344,30,0.883,0.105,427,377,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48447,Throckmorton County,TX,TX,Throckmorton,2761,0.885,0.104,808,715,84,0.897,0.091,899,806,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31173,Thurston County,NE,NE,Thurston,2762,0.499,0.449,2029,1013,911,0.507,0.483,2294,1164,1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53067,Thurston County,WA,WA,Thurston,2763,0.379,0.532,116839,44320,62130,0.389,0.581,161987,63087,94076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13277,Tift County,GA,GA,Tift,2764,0.678,0.304,12796,8680,3892,0.662,0.327,16283,10784,5322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41057,Tillamook County,OR,OR,Tillamook,2765,0.489,0.43,13261,6486,5701,0.497,0.476,16725,8306,7956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40141,Tillman County,OK,OK,Tillman,2766,0.718,0.243,2706,1944,657,0.767,0.22,2708,2076,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36107,Tioga County,NY,NY,Tioga,2767,0.609,0.333,20556,12528,6852,0.647,0.327,20555,13292,6724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42117,Tioga County,PA,PA,Tioga,2768,0.746,0.21,17334,12928,3642,0.747,0.235,21087,15750,4958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28139,Tippah County,MS,MS,Tippah,2769,0.786,0.198,9143,7182,1808,0.799,0.191,10001,7987,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18157,Tippecanoe County,IN,IN,Tippecanoe,2770,0.496,0.439,61916,30711,27207,0.484,0.49,71395,34571,34993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18159,Tipton County,IN,IN,Tipton,2771,0.744,0.211,7510,5589,1587,0.752,0.226,8124,6110,1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47167,Tipton County,TN,TN,Tipton,2772,0.723,0.247,23372,16893,5779,0.735,0.25,27291,20063,6832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28141,Tishomingo County,MS,MS,Tishomingo,2773,0.856,0.119,8310,7117,990,0.867,0.116,9057,7854,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48449,Titus County,TX,TX,Titus,2774,0.698,0.277,9176,6405,2538,0.718,0.271,10530,7563,2852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21219,Todd County,KY,KY,Todd,2775,0.757,0.218,4774,3612,1042,0.759,0.225,5351,4060,1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27153,Todd County,MN,MN,Todd,2776,0.71,0.233,11944,8485,2783,0.737,0.248,13238,9755,3286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46121,Todd County,SD,SD,Todd,2777,0.229,0.708,2125,487,1505,0.21,0.773,2539,532,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9013,Tolland County,CT,CT,Tolland,2778,0.441,0.499,77069,33989,38450,0.429,0.551,9257,3975,5103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48451,Tom Green County,TX,TX,Tom Green,2779,0.718,0.239,38104,27376,9117,0.716,0.27,44891,32129,12106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36109,Tompkins County,NY,NY,Tompkins,2780,0.256,0.677,37747,9647,25555,0.292,0.685,33015,9640,22624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49045,Tooele County,UT,UT,Tooele,2781,0.513,0.212,18905,9693,4015,0.667,0.284,31489,21006,8936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101,Toole County,MT,MT,Toole,2782,0.739,0.197,2024,1495,399,0.752,0.22,2123,1596,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13279,Toombs County,GA,GA,Toombs,2783,0.726,0.257,9108,6612,2338,0.721,0.269,10914,7872,2939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35057,Torrance County,NM,NM,Torrance,2784,0.588,0.282,6286,3695,1770,0.655,0.322,7281,4772,2344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38095,Towner County,ND,ND,Towner,2785,0.645,0.268,1137,733,305,0.706,0.27,1172,828,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13281,Towns County,GA,GA,Towns,2786,0.799,0.179,6726,5377,1206,0.8,0.194,7979,6384,1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38097,Traill County,ND,ND,Traill,2787,0.586,0.321,3864,2263,1239,0.61,0.361,4136,2522,1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37175,Transylvania County,NC,NC,Transylvania,2788,0.599,0.374,17440,10441,6520,0.572,0.415,20253,11578,8413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27155,Traverse County,MN,MN,Traverse,2789,0.586,0.352,1791,1050,631,0.629,0.355,1864,1173,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48453,Travis County,TX,TX,Travis,2790,0.274,0.663,462511,126750,306475,0.264,0.714,605034,159907,432062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30103,Treasure County,MT,MT,Treasure,2791,0.792,0.133,442,350,59,0.811,0.17,460,373,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20195,Trego County,KS,KS,Trego,2792,0.83,0.132,1459,1211,193,0.837,0.148,1603,1341,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55121,Trempealeau County,WI,WI,Trempealeau,2793,0.543,0.416,13581,7370,5645,0.575,0.409,15356,8828,6283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13283,Treutlen County,GA,GA,Treutlen,2794,0.67,0.319,2700,1808,860,0.683,0.309,3077,2101,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21221,Trigg County,KY,KY,Trigg,2795,0.731,0.235,6745,4928,1587,0.744,0.243,7375,5487,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21223,Trimble County,KY,KY,Trimble,2796,0.732,0.232,3788,2771,879,0.747,0.234,4319,3227,1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6105,Trinity County,CA,CA,Trinity,2797,0.511,0.398,4716,2409,1876,0.493,0.468,5095,2513,2383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48455,Trinity County,TX,TX,Trinity,2798,0.792,0.193,5982,4737,1154,0.804,0.191,6938,5579,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46123,Tripp County,SD,SD,Tripp,2799,0.787,0.176,2630,2069,462,0.802,0.184,2696,2161,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13285,Troup County,GA,GA,Troup,2800,0.606,0.372,25793,15643,9597,0.604,0.385,30059,18146,11585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47169,Trousdale County,TN,TN,Trousdale,2801,0.668,0.3,3142,2099,943,0.734,0.253,3991,2930,1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39155,Trumbull County,OH,OH,Trumbull,2802,0.512,0.448,94073,48152,42130,0.545,0.441,98677,53756,43534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54093,Tucker County,WV,WV,Tucker,2803,0.738,0.217,3464,2557,750,0.739,0.244,3844,2841,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6107,Tulare County,CA,CA,Tulare,2804,0.558,0.396,59817,33372,23663,0.528,0.45,142819,75471,64320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40143,Tulsa County,OK,OK,Tulsa,2805,0.584,0.356,246557,143985,87663,0.565,0.409,266678,150574,108996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28143,Tunica County,MS,MS,Tunica,2806,0.243,0.744,3463,840,2577,0.261,0.723,3494,912,2525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6109,Tuolumne County,CA,CA,Tuolumne,2807,0.568,0.378,18693,10614,7075,0.58,0.396,29820,17302,11808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13287,Turner County,GA,GA,Turner,2808,0.618,0.367,3390,2094,1243,0.619,0.372,3792,2349,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46125,Turner County,SD,SD,Turner,2809,0.708,0.232,4150,2937,961,0.723,0.25,4548,3290,1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Tuscaloosa County,AL,AL,Tuscaloosa,2810,0.584,0.389,81708,47701,31746,0.568,0.418,89760,50961,37514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39157,Tuscarawas County,OH,OH,Tuscarawas,2811,0.651,0.297,40088,26105,11895,0.69,0.296,42785,29519,12643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26157,Tuscola County,MI,MI,Tuscola,2812,0.666,0.286,26157,17421,7493,0.689,0.295,29495,20310,8713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13289,Twiggs County,GA,GA,Twiggs,2813,0.502,0.486,4053,2034,1970,0.533,0.46,4444,2370,2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,ID,ID,Twin Falls,2814,0.66,0.215,31893,21063,6844,0.706,0.256,36680,25897,9391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48457,Tyler County,TX,TX,Tyler,2815,0.828,0.156,7969,6601,1243,0.848,0.146,9547,8095,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54095,Tyler County,WV,WV,Tyler,2816,0.819,0.139,3621,2967,505,0.823,0.161,3922,3226,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37177,Tyrrell County,NC,NC,Tyrrell,2817,0.569,0.415,1700,968,705,0.576,0.418,1812,1043,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56041,Uinta County,WY,WY,Uinta,2818,0.764,0.149,8053,6154,1202,0.797,0.169,9402,7496,1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49047,Uintah County,UT,UT,Uintah,2819,0.766,0.078,12714,9745,988,0.867,0.109,14736,12777,1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36111,Ulster County,NY,NY,Ulster,2820,0.427,0.519,77134,32962,40010,0.432,0.549,77667,33580,42606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41059,Umatilla County,OR,OR,Umatilla,2821,0.642,0.286,26116,16775,7466,0.645,0.323,32539,21002,10499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47171,Unicoi County,TN,TN,Unicoi,2822,0.791,0.176,7166,5666,1260,0.795,0.194,8294,6593,1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5139,Union County,AR,AR,Union,2823,0.621,0.345,16433,10201,5667,0.631,0.336,16548,10446,5559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12125,Union County,FL,FL,Union,2824,0.802,0.178,5693,4567,1014,0.821,0.168,6251,5133,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13291,Union County,GA,GA,Union,2825,0.818,0.163,12039,9849,1962,0.811,0.18,15592,12651,2801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19175,Union County,IA,IA,Union,2826,0.61,0.333,5768,3521,1920,0.65,0.334,6171,4010,2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17181,Union County,IL,IL,Union,2827,0.679,0.281,8514,5780,2389,0.692,0.289,8896,6157,2575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18161,Union County,IN,IN,Union,2828,0.744,0.218,3286,2445,715,0.77,0.211,3491,2687,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21225,Union County,KY,KY,Union,2829,0.757,0.214,6211,4701,1331,0.755,0.233,6576,4965,1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28145,Union County,MS,MS,Union,2830,0.805,0.173,11374,9161,1969,0.824,0.163,10989,9052,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37179,Union County,NC,NC,Union,2831,0.64,0.329,103596,66265,34051,0.616,0.372,129475,79778,48199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34039,Union County,NJ,NJ,Union,2832,0.308,0.663,219385,67582,145412,0.306,0.681,200561,61281,136519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35059,Union County,NM,NM,Union,2833,0.715,0.187,1697,1214,318,0.776,0.214,1789,1388,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39159,Union County,OH,OH,Union,2834,0.663,0.284,26533,17601,7530,0.647,0.335,32838,21233,10985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41061,Union County,OR,OR,Union,2835,0.672,0.258,12465,8378,3221,0.689,0.284,14862,10247,4227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42119,Union County,PA,PA,Union,2836,0.609,0.353,17400,10605,6138,0.615,0.367,20078,12342,7377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45087,Union County,SC,SC,Union,2837,0.584,0.391,12087,7058,4727,0.617,0.372,13257,8183,4935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46127,Union County,SD,SD,Union,2838,0.67,0.282,7895,5288,2227,0.671,0.308,8855,5944,2725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47173,Union County,TN,TN,Union,2839,0.81,0.163,6204,5024,1010,0.837,0.154,8096,6777,1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22111,Union Parish,LA,LA,Union,2840,0.732,0.247,10894,7972,2691,0.751,0.237,11201,8407,2654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48459,Upshur County,TX,TX,Upshur,2841,0.829,0.149,15918,13198,2378,0.837,0.152,18850,15775,2869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54097,Upshur County,WV,WV,Upshur,2842,0.759,0.192,9180,6971,1763,0.76,0.221,10221,7771,2256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13293,Upson County,GA,GA,Upson,2843,0.667,0.318,10924,7288,3471,0.667,0.326,12905,8608,4201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48461,Upton County,TX,TX,Upton,2844,0.742,0.219,1296,961,284,0.862,0.124,1365,1176,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49049,Utah County,UT,UT,Utah,2845,0.515,0.139,164777,84863,22934,0.678,0.268,269877,183008,72324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48463,Uvalde County,TX,TX,Uvalde,2846,0.54,0.432,8936,4828,3863,0.597,0.394,10323,6160,4066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48465,Val Verde County,TX,TX,Val Verde,2847,0.435,0.514,13476,5856,6920,0.544,0.444,14417,7839,6401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,Valdez-Cordova Census Area,AK,AK,Valdez-Cordova Census Area,4950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35061,Valencia County,NM,NM,Valencia,2848,0.479,0.393,27509,13175,10810,0.538,0.442,32274,17362,14262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16085,Valley County,ID,ID,Valley,2849,0.543,0.358,5349,2906,1913,0.559,0.421,7063,3947,2976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105,Valley County,MT,MT,Valley,2850,0.696,0.229,3874,2697,886,0.734,0.241,4272,3135,1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31175,Valley County,NE,NE,Valley,2851,0.815,0.155,2172,1770,337,0.811,0.176,2333,1892,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5141,Van Buren County,AR,AR,Van Buren,2852,0.756,0.217,7116,5382,1547,0.774,0.203,7704,5962,1566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19177,Van Buren County,IA,IA,Van Buren,2853,0.716,0.239,3526,2524,843,0.755,0.231,3788,2859,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26159,Van Buren County,MI,MI,Van Buren,2854,0.539,0.399,33213,17890,13258,0.553,0.43,39060,21591,16800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47175,Van Buren County,TN,TN,Van Buren,2855,0.753,0.223,2417,1820,539,0.802,0.186,2917,2338,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39161,Van Wert County,OH,OH,Van Wert,2856,0.76,0.196,13584,10328,2667,0.777,0.205,14767,11470,3026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48467,Van Zandt County,TX,TX,Van Zandt,2857,0.85,0.129,21689,18436,2792,0.859,0.133,25753,22126,3419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37181,Vance County,NC,NC,Vance,2858,0.37,0.616,19762,7304,12168,0.4,0.593,20948,8385,12412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
